ID,유형,Method/Op,Path/Topic,Handler,Service/UseCase,입력,출력,Auth/AuthZ,상태변경,부수효과,멱등성,트랜잭션,테스트,근거
E136,HTTP,POST,/api/v1/user/session/recover,router.post (user.js:289),user,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,D1(user/session/preferences),보강됨: active 조건부 비활성화,repository/DB 단위; 명시 트랜잭션은 핸들러별,workers/api-gateway/test/user-session-contract.test.ts,[근거: backend/src/routes/user.js | router.post | line 289]
E133,HTTP,GET,/api/v1/user/preferences,router.get (user.js:422),user,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,D1(user/session/preferences),읽기 멱등,없음,미확인,[근거: backend/src/routes/user.js | router.get | line 422]
E134,HTTP,PUT,/api/v1/user/preferences,router.put (user.js:458),user,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,D1(user/session/preferences),upsert 기반 부분 보장,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/user.js | router.put | line 458]
E119,HTTP,GET,/api/v1/search/health,router.get (search.js:7),search,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,external search,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: backend/src/routes/search.js | router.get | line 7]
E120,HTTP,POST,/api/v1/search/web,router.post (search.js:13),search,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,external search,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/search.js | router.post | line 13]
E003,HTTP,GET,/api/v1/admin/config/categories,router.get (config.js:306),admin-config,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/config.js | router.get | line 306]
E004,HTTP,GET,/api/v1/admin/config/current,router.get (config.js:310),admin-config,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/config.js | router.get | line 310]
E008,HTTP,POST,/api/v1/admin/config/validate,router.post (config.js:335),admin-config,"body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/config.js | router.post | line 335]
E005,HTTP,POST,/api/v1/admin/config/export,router.post (config.js:384),admin-config,"body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/config.js | router.post | line 384]
E006,HTTP,POST,/api/v1/admin/config/save-env,router.post (config.js:460),admin-config,"body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/config.js | router.post | line 460]
E007,HTTP,GET,/api/v1/admin/config/schema,router.get (config.js:521),admin-config,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/config.js | router.get | line 521]
E020,HTTP,GET,/api/v1/admin/workers/list,router.get (workers.js:46),admin-workers,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/workers.js | router.get | line 46]
E022,HTTP,GET,/api/v1/admin/workers/secrets,router.get (workers.js:77),admin-workers,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/workers.js | router.get | line 77]
E013,HTTP,GET,/api/v1/admin/workers/:workerId/config,router.get (workers.js:81),admin-workers,"params,query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/workers.js | router.get | line 81]
E017,HTTP,POST,/api/v1/admin/workers/:workerId/vars,router.post (workers.js:107),admin-workers,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/workers.js | router.post | line 107]
E015,HTTP,POST,/api/v1/admin/workers/:workerId/secret,router.post (workers.js:145),admin-workers,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/workers.js | router.post | line 145]
E014,HTTP,POST,/api/v1/admin/workers/:workerId/deploy,router.post (workers.js:173),admin-workers,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/workers.js | router.post | line 173]
E016,HTTP,GET,/api/v1/admin/workers/:workerId/tail,router.get (workers.js:206),admin-workers,"params,query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/workers.js | router.get | line 206]
E018,HTTP,GET,/api/v1/admin/workers/d1/databases,router.get (workers.js:223),admin-workers,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/workers.js | router.get | line 223]
E019,HTTP,GET,/api/v1/admin/workers/kv/namespaces,router.get (workers.js:233),admin-workers,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/workers.js | router.get | line 233]
E021,HTTP,GET,/api/v1/admin/workers/r2/buckets,router.get (workers.js:243),admin-workers,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/workers.js | router.get | line 243]
E010,HTTP,GET,/api/v1/admin/logs,router.get (adminLogs.js:35),admin-logs,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/adminLogs.js | router.get | line 35]
E011,HTTP,GET,/api/v1/admin/logs/stream,router.get (adminLogs.js:52),admin-logs,"query/header,auth-context",SSE/stream Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/adminLogs.js | router.get | line 52]
E001,HTTP,GET,/api/v1/admin/analytics/posts,router.get (adminAnalytics.js:26),admin-analytics,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,D1/Postgres analytics,읽기 멱등,없음,미확인,[근거: backend/src/routes/adminAnalytics.js | router.get | line 26]
E030,HTTP,POST,/api/v1/agent/run,router.post (agent.js:109),agent,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/agent.js | router.post | line 109]
E034,HTTP,POST,/api/v1/agent/stream,router.post (agent.js:176),agent,"body/header,auth-context",SSE/stream Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/agent.js | router.post | line 176]
E032,HTTP,GET,/api/v1/agent/session/:sessionId,router.get (agent.js:364),agent,"params,query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/agent.js | router.get | line 364]
E031,HTTP,DELETE,/api/v1/agent/session/:sessionId,router.delete (agent.js:406),agent,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,부분/조건부,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/agent.js | router.delete | line 406]
E033,HTTP,GET,/api/v1/agent/sessions,router.get (agent.js:429),agent,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/agent.js | router.get | line 429]
E023,HTTP,GET,/api/v1/agent/health,router.get (agent.js:466),agent,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: backend/src/routes/agent.js | router.get | line 466]
E035,HTTP,GET,/api/v1/agent/tools,router.get (agent.js:497),agent,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/agent.js | router.get | line 497]
E026,HTTP,GET,/api/v1/agent/modes,router.get (agent.js:525),agent,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/agent.js | router.get | line 525]
E024,HTTP,POST,/api/v1/agent/memory/extract,router.post (agent.js:541),agent,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/agent.js | router.post | line 541]
E025,HTTP,POST,/api/v1/agent/memory/search,router.post (agent.js:567),agent,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,external search,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/agent.js | router.post | line 567]
E027,HTTP,GET,/api/v1/agent/prompts,router.get (agent.js:613),agent,"query/header,auth-context",JSON ApiResponse/Response,backend-key+admin,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/agent.js | router.get | line 613]
E029,HTTP,PUT,/api/v1/agent/prompts/:mode,router.put (agent.js:627),agent,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/agent.js | router.put | line 627]
E028,HTTP,DELETE,/api/v1/agent/prompts/:mode,router.delete (agent.js:663),agent,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key+admin,예/조건부,none observed/static,부분/조건부,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/agent.js | router.delete | line 663]
E069,HTTP,POST,/api/v1/debate/sessions,router.post (debate.js:16),debate,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/debate.js | router.post | line 16]
E071,HTTP,POST,/api/v1/debate/sessions/:sessionId/round,router.post (debate.js:70),debate,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/debate.js | router.post | line 70]
E072,HTTP,POST,/api/v1/debate/sessions/:sessionId/round/stream,router.post (debate.js:184),debate,"params,body/header,auth-context",SSE/stream Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/debate.js | router.post | line 184]
E073,HTTP,POST,/api/v1/debate/sessions/:sessionId/vote,router.post (debate.js:314),debate,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/debate.js | router.post | line 314]
E070,HTTP,POST,/api/v1/debate/sessions/:sessionId/end,router.post (debate.js:358),debate,"params,body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/debate.js | router.post | line 358]
E075,HTTP,GET,/api/v1/execute/runtimes,router.get (execute.js:11),execute,"query/header,auth-context",JSON ApiResponse/Response,backend-key,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: backend/src/routes/execute.js | router.get | line 11]
E074,HTTP,POST,/api/v1/execute,router.post (execute.js:27),execute,"body/header,auth-context",JSON ApiResponse/Response,backend-key,예/조건부,none observed/static,미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/execute.js | router.post | line 27]
E068,WebSocket,Upgrade,/api/v1/chat/ws,initChatWebSocket (chat.js:929),chat,"auth-context,upgrade",WebSocket stream,backend-key? [custom ws validation],아니오/읽기,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,repository/DB 단위; 명시 트랜잭션은 핸들러별,미확인,[근거: backend/src/routes/chat.js | initChatWebSocket | line 929]
E150,HTTP,GET,/_health,app.get (index.ts:187),root,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/index.ts | app.get | line 187]
E367,HTTP,GET,/healthz,app.get (index.ts:195),root,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/index.ts | app.get | line 195]
E366,HTTP,GET,/health,app.get (index.ts:203),root,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/index.ts | app.get | line 203]
E343,HTTP,GET,/api/v1/readiness,app.get (index.ts:207),root,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/index.ts | app.get | line 207]
E368,HTTP,ALL,/metrics,app.all (index.ts:212),root,header/query,JSON ApiResponse/Response,blocked-at-edge,아니오/읽기,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/index.ts | app.all | line 212]
E369,HTTP,GET,/public/config,app.get (index.ts:262),root,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/index.ts | app.get | line 262]
E330,HTTP,GET,/api/v1/public/config,app.get (index.ts:266),root,query/header,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/index.ts | app.get | line 266]
E148,HTTP,ALL,*,app.all (index.ts:274),root,header/query,JSON ApiResponse/Response,public,아니오/읽기,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/index.ts | app.all | line 274]
E149,HTTP,ALL,*,proxyToBackend (index.ts:274),proxy-fallback,auth-context,JSON ApiResponse/Response,proxy-policy,아니오/읽기,none observed/static,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/index.ts | proxyToBackend | line 274]
E237,HTTP,POST,/api/v1/auth/oauth/handoff/consume,auth.post (auth.ts:276),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 276]
E242,HTTP,GET,/api/v1/auth/totp/status,auth.get (auth.ts:312),auth,query/header,JSON ApiResponse/Response,public,아니오/읽기,"KV, JWT, D1(OAuth handoff)",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.get | line 312]
E240,HTTP,GET,/api/v1/auth/totp/setup,auth.get (auth.ts:327),auth,query/header,JSON ApiResponse/Response,public,아니오/읽기,"KV, JWT, D1(OAuth handoff)",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.get | line 327]
E241,HTTP,POST,/api/v1/auth/totp/setup/verify,auth.post (auth.ts:378),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 378]
E239,HTTP,POST,/api/v1/auth/totp/challenge,auth.post (auth.ts:424),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 424]
E243,HTTP,POST,/api/v1/auth/totp/verify,auth.post (auth.ts:448),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 448]
E233,HTTP,GET,/api/v1/auth/oauth/github,auth.get (auth.ts:510),auth,query/header,JSON ApiResponse/Response,public,아니오/읽기,"KV, JWT, D1(OAuth handoff)",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.get | line 510]
E234,HTTP,GET,/api/v1/auth/oauth/github/callback,auth.get (auth.ts:540),auth,query/header,JSON ApiResponse/Response,public,아니오/읽기,"KV, JWT, D1(OAuth handoff)",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.get | line 540]
E235,HTTP,GET,/api/v1/auth/oauth/google,auth.get (auth.ts:620),auth,query/header,JSON ApiResponse/Response,public,아니오/읽기,"KV, JWT, D1(OAuth handoff)",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.get | line 620]
E236,HTTP,GET,/api/v1/auth/oauth/google/callback,auth.get (auth.ts:650),auth,query/header,JSON ApiResponse/Response,public,아니오/읽기,"KV, JWT, D1(OAuth handoff)",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.get | line 650]
E238,HTTP,POST,/api/v1/auth/refresh,auth.post (auth.ts:730),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미흡: KV CAS 없음,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 730]
E231,HTTP,POST,/api/v1/auth/logout,auth.post (auth.ts:798),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 798]
E232,HTTP,GET,/api/v1/auth/me,auth.get (auth.ts:833),auth,query/header,JSON ApiResponse/Response,public,아니오/읽기,"KV, JWT, D1(OAuth handoff)",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.get | line 833]
E229,HTTP,POST,/api/v1/auth/anonymous,auth.post (auth.ts:875),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 875]
E230,HTTP,POST,/api/v1/auth/anonymous/refresh,auth.post (auth.ts:924),auth,body/header,JSON ApiResponse/Response,public,예/조건부,"KV, JWT, D1(OAuth handoff)",미흡: KV CAS 없음,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/auth.ts | auth.post | line 924]
E262,HTTP,GET,/api/v1/comments/reactions/batch,comments.get (comments.ts:176),comments,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1 comments,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.get | line 176]
E259,HTTP,GET,/api/v1/comments/:commentId/reactions,comments.get (comments.ts:218),comments,"params,query/header",JSON ApiResponse/Response,public,아니오/읽기,D1 comments,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.get | line 218]
E260,HTTP,POST,/api/v1/comments/:commentId/reactions,comments.post (comments.ts:257),comments,"params,body/header",JSON ApiResponse/Response,public,예/조건부,D1 comments,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.post | line 257]
E258,HTTP,DELETE,/api/v1/comments/:commentId/reactions,comments.delete (comments.ts:310),comments,"params,body/header",JSON ApiResponse/Response,public,예/조건부,D1 comments,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.delete | line 310]
E256,HTTP,GET,/api/v1/comments,comments.get (comments.ts:341),comments,query/header,JSON ApiResponse/Response,public,아니오/읽기,D1 comments,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.get | line 341]
E257,HTTP,POST,/api/v1/comments,comments.post (comments.ts:365),comments,body/header,JSON ApiResponse/Response,public,예/조건부,D1 comments,미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.post | line 365]
E263,HTTP,GET,/api/v1/comments/stream,comments.get (comments.ts:460),comments,query/header,SSE/stream Response,public,아니오/읽기,D1 comments,읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.get | line 460]
E261,HTTP,DELETE,/api/v1/comments/:id,comments.delete (comments.ts:547),comments,"params,body/header,auth-context",JSON ApiResponse/Response,admin,예/조건부,D1 comments,부분/조건부,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/comments.ts | comments.delete | line 547]
E214,HTTP,POST,/api/v1/ai/sketch,ai.post (ai.ts:16),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 16]
E213,HTTP,POST,/api/v1/ai/prism,ai.post (ai.ts:34),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 34]
E209,HTTP,POST,/api/v1/ai/chain,ai.post (ai.ts:52),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 52]
E210,HTTP,POST,/api/v1/ai/generate,ai.post (ai.ts:74),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 74]
E211,HTTP,GET,/api/v1/ai/generate/stream,ai.get (ai.ts:95),ai,query/header,SSE/stream Response,public,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.get | line 95]
E216,HTTP,POST,/api/v1/ai/summarize,ai.post (ai.ts:174),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 174]
E208,HTTP,POST,/api/v1/ai/auto-chat,ai.post (ai.ts:194),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 194]
E217,HTTP,POST,/api/v1/ai/vision/analyze,ai.post (ai.ts:221),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,backend/test/ai-vision-ssrf.test.js 일부,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 221]
E212,HTTP,GET,/api/v1/ai/health,ai.get (ai.ts:248),ai,query/header,JSON ApiResponse/Response,public,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,backend/test/readiness.test.js 일부,[근거: workers/api-gateway/src/routes/ai.ts | ai.get | line 248]
E215,HTTP,GET,/api/v1/ai/status,ai.get (ai.ts:261),ai,query/header,JSON ApiResponse/Response,public,아니오/읽기,"Backend AI, external LLM",읽기 멱등,없음,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.get | line 261]
E206,HTTP,POST,/api/v1/ai/artifacts/read,ai.post (ai.ts:274),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 274]
E207,HTTP,POST,/api/v1/ai/artifacts/read/batch,ai.post (ai.ts:299),ai,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend AI, external LLM",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/ai.ts | ai.post | line 299]
E251,HTTP,POST,/api/v1/chat/session,chat.post (chat.ts:37),chat,body/header,JSON ApiResponse/Response,public,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.post | line 37]
E253,HTTP,POST,/api/v1/chat/session/:sessionId/message,chat.post (chat.ts:41),chat,"params,body/header",JSON ApiResponse/Response,public,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.post | line 41]
E254,HTTP,POST,/api/v1/chat/session/:sessionId/task,chat.post (chat.ts:48),chat,"params,body/header",JSON ApiResponse/Response,public,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.post | line 48]
E252,HTTP,POST,/api/v1/chat/session/:sessionId/lens-feed,chat.post (chat.ts:55),chat,"params,body/header",JSON ApiResponse/Response,public,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.post | line 55]
E255,HTTP,POST,/api/v1/chat/session/:sessionId/thought-feed,chat.post (chat.ts:155),chat,"params,body/header",JSON ApiResponse/Response,public,예/조건부,"Backend chat, SSE/WS, AI",미보장/핸들러별 확인 필요,D1/KV/R2 단일 호출 중심; multi-step 원자성 제한,미확인,[근거: workers/api-gateway/src/routes/chat.ts | chat.post | line 155]
